no,brand_name,items_Decribtion,ratings,prices,Category
1478,DELL,"Acer K222HQL 21.5"" LED LCD Monitor - 16:9 - 5 ms",143,829.05,moniter
1479,DELL,"Lenovo ThinkVision E2054 19.5"" VGA 7ms 1440x900 LED Backlit LCd Monitor",143,"1,590.23",moniter
1480,DELL,"Dell C5518QT 55"" Inch Class UHD IPS LED Touchscreen Display Monitor for Office Meetings (Renewed) Best Value Bundle w/ Screen Cleaning Kit, Microfiber Cleaning Cloth & All Manufacturer Accessories",143,"1,735.88",moniter
1481,DELL,"Acer BM270 bmiipphuzx 27"" 4K UHD LED LCD Monitor - 16:9 - 4 ms GTG",143,"3,435.08",moniter
1482,DELL,"Acer EB321HQ 31.5"" LED LCD Monitor - 16:9 - 4 ms GTG",143,"2,368.43",moniter
1483,DELL,Lenovo ThinkVision T1714p 60FELAR1US UPS Battery,143,"8,648.38",moniter
1484,DELL,"Lenovo ThinkVision T2224d 21.5"" Full HD VGA DP 4ms In-Plane Switching Panel LED Backlit LCD Monitor",143,"4,002.12",moniter
1485,DELL,"Acer K272HL 27"" LED LCD Monitor - 16:9 - 4 ms GTG",143,"3,530.33",moniter
1486,DELL,"Dell UltraSharp U2419HC 23.8"" Full HD 1920 x 1080 60Hz 5ms DisplayPort, HDMI, USB Type-C Height Tilt Swivel Pivot Adjustable USB Hub LED Backlit IPS LCD Monitor",143,"19,736.67",moniter
1487,DELL,"lenovo L27i-28 65E0KCC1US 27"" 1920 x 1080 4ms D-Sub, HDMI IPS Monitors",143,"7,922.98",moniter
1488,DELL,"Acer B247Y bmiprx UM.QB7AA.003 23.8"" Full HD 1920 x 1080 4 ms GTG D-Sub, HDMI, DisplayPort Built-in Speakers IPS Monitor",143,"2,816.86",moniter
1489,DELL,"Dell UltraSharp 27"" Monitor U2719D QHD 2560x1440 Monitor With HDMI Cable",143,"5,827.14",moniter
1490,DELL,"Lenovo ThinkVision P27u 27"" 4K UHD 3840x2160 4ms 60Hz HDMI DisplayPort USB-C In-Planel Switching Panel LED Backlight IPS Monitor",143,"4,289.11",moniter
1491,DELL,"Dell P2418HZM Video Conferencing 16:9 IPS monitor, 1920x1080P, 1000:1, 6ms (GTG), 250 cd/m2, HDMI, VGA, DP, LED-backlit, Pivot, Swivel, Tilt, Height adjustable",143,"1,424.22",moniter
1492,DELL,"Acer Z271T bmiphzx Black / Orange 27"" 4ms (GTG) HDMI Widescreen LED Backlight LCD Gaming Monitor 144 Hz G-sync 300 cd/m2 ACM 100,000,000:1 (3,000:1)",143,"11,856.25",moniter
1493,DELL,"Acer VA240H 24"" LED LCD Monitor - 16:9 - 5 ms",143,"1,545.79",moniter
1494,DELL,"Dell C5519Q 55"" Inch Class 4K UHD LED Commercial Display Monitor for Office Meetings Best Value Bundle w/ Screen Cleaning Kit, Microfiber Cleaning Cloth, All Manufacturer Accessories & More",143,"5,220.24",moniter
1495,DELL,"Dell C5519Q 55"" 3840 x 2160 (4K) 8 ms 4K Conference Room Monitor",143,"1,169.33",moniter
1496,DELL,"ASUSPRO C622AQH 21.5"" Full HD 1080p IPS Ergonomic Back-lit LED Monitor with DP HDMI VGA and DVI",143,"2,302.51",moniter
1497,DELL,"Acer XV272 P 27"" NITRO XV2 LED LCD Monitor - 16:9 - 1 ms VRB - 1920 x 1080 - 16.7 Million Colors - 400 Nit - Native, 400 Nit - Peak (HDR Mode) - Full HD - Speakers - HDMI - DisplayPort - USB - Black",143,"3,891.53",moniter
1498,DELL,"BenQ BL2480 24"" (Actual size 23.8"") Full HD 1920 x 1080 60Hz 5ms VGA HDMI DisplayPort Built-in Speakers Eye-Care Technology Slim Bezel LED Backlit IPS LCD Monitor",143,516.53,moniter
1499,DELL,"SAMSUNG SE450 Series S24E450D 24"" Full HD 1920 x 1080 5ms VGA DVI DisplayPort Flicker-Free Eye Saver Mode Mega Dynamic Contrast Ratio LED Backlit LCD Monitor",143,"7,102.03",moniter
1500,DELL,"Acer UM.HB7AA.001 B277 Bmiprzx - Led Monitor - 27 Inch - 1920 X 1080 Full Hd (1080P) - Ips - 250 Cd/M2 - 1000:1 - 4 Ms - Hdmi, Vga, Displayport - Speakers - Black",143,792.23,moniter
1501,DELL,"ASUS ZenScreen GO MB16AP Portable USB Monitor - 15.6-inch, Full HD, Built-in Battery, Hybrid Signal Solution, USB Type-C, Flicker Free, Blue Light Filter",143,"2,420.48",moniter
1502,DELL,"Acer CZ340CK bmiippphx UM.CC0AA.001 34"" UW-QHD 3440 x 1440 5 ms 75 Hz HDMI, DisplayPort Built-in Speakers Curved LCD/LED Monitor",143,"1,410.12",moniter
1503,DELL,"ASUS ProArt PA27AC Grey 27"" 5ms (GTG) WQHD 2560x1440 HDR-10 100% sRGB TB3 DP 1.2 HDMI 2.0a ProArt Monitor with Eye Care",143,"2,302.77",moniter
1504,BenQ,"Samsung 49"" 3840x1080 144hz Curved VA Panel Model C49HG90DMN",143,"4,051.88",moniter
1505,Acer America,"Acer XZ271U Abmiiphzx 27"" Quad HD 2560 x 1440 2K up to 0.5ms Response Time 14...",143,"1,262.66",moniter
1506,Acer America,"MSI Optix AG32C 32"" Red LED Non-Glare Super Narrow Bezel 1ms Response Full HD...",143,441.85,moniter
1507,DELL,"MSI Optix MAG272QR 27"" WQHD 2560 x 1440 (2K) 1 ms 165 Hz HDMI, DisplayPort, U...",143,"11,725.07",moniter
1508,DELL,"MSI Optix MAG27C 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 144 Hz DVI, H...",143,"14,657.07",moniter
1509,DELL,"Samsung 49"" 3840x1080 144hz Curved VA Panel Model C49HG90DMN",143,"14,627.06",moniter
1510,DELL,"Dell P2417H 23.8"" 16:9 IPS Monitor With 1 - Belkin PowerStrip and 5 HDMI Cables - 5 Pack",143,"14,802.92",moniter
1511,DELL,"BenQ SW240 24"" (Actual size 24.1"") WUXGA 1920 x 1200 5ms (GTG) 60 Hz DVI, HDMI, DisplayPort LCD/LED Monitor",143,"22,931.58",moniter
1512,DELL,"Dell P2319H 23"" 16:9 IPS  Monitor With 1 - Belkin PowerStrip and 5 HDMI Cables - 5 Pack",143,"11,847.11",moniter
1513,DELL,"Acer B206HQL Bympr 20"" (Actual size 19.5"") Full HD 1920x1080 5ms VGA DisplayPort Built-in Speakers Backlit LED LCD Monitor",143,432.79,moniter
1514,DELL,"Dell E2418HN 24"" LED-Backlit LCD Monitor - 16:9, 1920 x 1080, 250 Nit, 1,000:1, Full HD, Anti-Glare, HDMI, VGA",143,"23,127.00",moniter
1515,DELL,"Samsung S27E330H 27"" FHD 1920x1080 Monitor 1ms (GTG) D-Sub, HDMI 300 cd/m2",143,"23,096.93",moniter
1516,DELL,"ASUS C624BQH Business Monitor - 24 inch (24.1 inch viewable) 16:10 (1920x1200), IPS, Mini-PC Mount Kit, Flicker free, Low Blue Light, Ergonomic Stand, HDMI",143,"13,776.97",moniter
1517,DELL,"Acer ProDesigner PE320QK bmiipruzx UM.JP0AA.001 31.5"" UHD 3840 x 2160  4ms HDMI Widescreen LED Backlight LCD/LED Monitor",143,"18,361.79",moniter
1518,DELL,"Dell E2016HV Black 20"" LCD TN Monitor, 1600 x 900, 600:1, 200cd/m2, D-Sub, VESA Mountable",143,"18,493.32",moniter
1519,DELL,"Acer B226HQL 21.5"" LED LCD Monitor - 16:9 - 5 ms",143,"22,942.85",moniter
1520,DELL,"Dell 27"" 16:9 Ultrathin Bezel IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)",143,"13,893.47",moniter
1521,Lenovo,"Dell 27"" 16:9 Ultrathin Bezel IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)",143,807.33,moniter
1522,DELL,"Dell C7017T 70"" Inch Class Full HD Commercial Touchscreen LED Display Monitor for Office Meetings Best Value Bundle w/ Screen Cleaning Kit, Microfiber Cleaning Cloth & All Manufacturer Accessories",143,"2,922.76",moniter
1523,DELL,"Dell 27"" 16:9 Ultrathin Bezel IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)",143,"1,153.68",moniter
1524,DELL,"Dell 27"" 16:9 Ultrathin Bezel IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)",143,881.41,moniter
1525,DELL,"Dell UP3216Q 31.5"" 16:9 UltraSharp 4K UHD IPS Monitor With HDMI Cable",143,"4,166.73",moniter
1526,DELL,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (2-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,881.41,moniter
1527,DELL,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (1-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"1,153.68",moniter
1528,DELL,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"1,506.94",moniter
1529,DELL,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,676.41,moniter
1530,DELL,"Dell UP3216Q 31.5-Inch 16:9 UltraSharp 4K UHD IPS Monitor (UP3216Q)  - 1 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)",143,"1,860.19",moniter
1531,DELL,"Dell UP3216Q 31.5-Inch 16:9 UltraSharp 4K UHD IPS Monitor (UP3216Q)  - 2 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)",143,"3,340.86",moniter
1532,DELL,"Dell UP3216Q 31.5"" 16:9 UltraSharp 4K UHD IPS Dual Monitor Set with 1 - Belkin PowerStrip and 2 - HDMI Cables",143,"3,269.46",moniter
1533,DELL,"Dell UP3017 30-Inch 16:10 IPS Monitor (UP3017)  - 1 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)",143,"1,155.18",moniter
1534,DELL,"Dell 23.8"" 16:9 Ultrathin Bezel IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)",143,"3,652.82",moniter
1535,DELL,"Dell 23.8"" 16:9 Ultrathin Bezel IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)",143,"4,302.21",moniter
1536,DELL,"Dell UltraSharp 27"" 16:9 IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)",143,"2,851.10",moniter
1537,DELL,"Dell UltraSharp 27"" 16:9 IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)",143,851.76,moniter
1538,DELL,"Dell 23.8"" 16:9 Ultrathin Bezel IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)",143,"1,897.77",moniter
1539,DELL,"Dell UltraSharp 27"" 16:9 IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)",143,"4,464.52",moniter
1540,DELL,"Dell 23.8"" 16:9 Ultrathin Bezel IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)",143,"1,234.32",moniter
1541,DELL,"Dell 23.8"" 16:9 IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)",143,"1,418.37",moniter
1542,DELL,"Dell UP3017 30-Inch 16:10 IPS Monitor (UP3017)   - 5 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)",143,"2,511.28",moniter
1543,DELL,"Dell UP3017 30-Inch 16:10 IPS Monitor (UP3017)    - 2 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)",143,"1,972.93",moniter
1544,DELL,"Dell UltraSharp 27 27"" 16:9 InfinityEdge IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)",143,"4,457.00",moniter
1545,DELL,"Acer XZ271U Abmiiphzx 27"" Quad HD 2560 x 1440 2K up to 0.5ms Response Time 14...",143,"2,591.81",moniter
1546,DELL,"MSI Optix AG32C 32"" Red LED Non-Glare Super Narrow Bezel 1ms Response Full HD...",143,"2,670.47",moniter
1547,DELL,"MSI Optix MAG272QR 27"" WQHD 2560 x 1440 (2K) 1 ms 165 Hz HDMI, DisplayPort, U...",143,"1,338.96",moniter
1548,DELL,"MSI Optix MAG27C 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 144 Hz DVI, H...",143,"2,442.18",moniter
1549,DELL,"Dell 23.8"" 16:9 IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)",143,"3,447.01",moniter
1550,DELL,"Dell UltraSharp 27 27"" 16:9 InfinityEdge IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)",143,"1,715.47",moniter
1551,DELL,"Dell UltraSharp 27 27"" 16:9 InfinityEdge IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)",143,"2,284.15",moniter
1552,DELL,"Dell UP3017 30-Inch 16:10 IPS Monitor (UP3017)   - 3 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)",143,"5,765.04",moniter
1553,DELL,"Dell 23"" 16:9 IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)",143,678.84,moniter
1554,DELL,"Dell UltraSharp 27"" 16:9 IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)",143,"3,414.66",moniter
1555,DELL,"Dell 23.8"" 16:9 IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)",143,"3,863.20",moniter
1556,DELL,"Dell 23"" 16:9 IPS Monitor - 3 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)",143,"15,400.45",moniter
1557,DELL,"Dell 23"" 16:9 IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)",143,"3,470.95",moniter
1558,DELL,"Dell P2219H 21.5-Inch 16:9 Ultrathin Bezel IPS Monitor No Stand (P2219HNS)  - 1 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)",143,"2,957.54",moniter
1559,DELL,"Dell UltraSharp 27 27"" 16:9 InfinityEdge IPS Monitor - 5 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)",143,"6,066.18",moniter
1560,DELL,"Dell 23"" 16:9 IPS Monitor - 1 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (1 - Pack)",143,450.92,moniter
1561,DELL,"Dell P2219H 21.5-Inch 16:9 Ultrathin Bezel IPS Monitor No Stand (P2219HNS)  - 5 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (5 - Pack)",143,"1,192.93",moniter
1562,DELL,"Dell P2219H 21.5-Inch 16:9 Ultrathin Bezel IPS Monitor No Stand (P2219HNS) - 3 Pack -  With Wire Straps, Dust Blower, and MicroFiber Cloth (3 - Pack)",143,"15,535.74",moniter
1563,DELL,"Dell 23.8"" 16:9 IPS Monitor - 2 Pack - With Wire Straps, Dust Blower, and MicroFiber Cloth (2 - Pack)",143,"1,446.81",moniter
1564,DELL,"BenQ PV270 27"" 2K/QHD Video Post-Production IPS Monitor, 96% DCI-P3, 99% AdobeRGB, 100% Rec.709, Brightness Uniformity",143,"1,234.32",moniter
1565,DELL,"Acer B7 Series CB271H Abmidr (UM.QB7AA.001) Black 23.8"" 4ms (GTG) HDMI Widescreen LED Backlight LCD/LED Monitor",143,826.32,moniter
1566,DELL,"Acer V246HQL 23.6"" LED LCD Monitor - 16:9 - 5 ms",143,"3,912.09",moniter
1567,DELL,"Dell U3419W 34"" 21:9 UltraSharp Curved IPS LCD Computer Monitor  (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"3,010.16",moniter
1568,DELL,"Dell UltraSharp 34"" 21:9 Curved IPS Monitor with Universal Screen Cleaner (5 Pack)",143,468.95,moniter
1569,DELL,"Dell U3419W 34"" 21:9 UltraSharp Curved IPS LCD Computer Monitor  (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"2,295.88",moniter
1570,DELL,"Dell U3419W 34"" 21:9 UltraSharp Curved IPS LCD Computer Monitor  (5-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"1,465.60",moniter
1571,DELL,"Dell UP3216Q 31.5"" 16:9 UltraSharp 4K UHD IPS Monitor - 5 Pack",143,"3,582.04",moniter
1572,DELL,"Dell U3419W 34"" 21:9 UltraSharp Curved IPS LCD Computer Monitor  (4-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"4,320.64",moniter
1573,DELL,Dell 22-Inch Monitor DELL-E2218HN Monitor,143,"8,785.97",moniter
1574,DELL,"Dell UP3216Q 31.5"" 16:9 UltraSharp 4K UHD IPS Monitor With 1 - Belkin PowerStrip and 5 HDMI Cables - 5 Pack",143,"1,747.79",moniter
1575,DELL,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (5-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"1,744.40",moniter
1576,DELL,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (3-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"5,900.08",moniter
1577,DELL,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"2,089.43",moniter
1578,DELL,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (4-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"1,234.32",moniter
1579,DELL,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"19,395.25",moniter
1580,DELL,"Dell UP3216Q 32"" 16:9 4K UltraSharp UltraHD IPS LED Computer Monitor (3-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"1,312.98",moniter
1581,DELL,"Lenovo ThinkVision T22v 21.5"" LED LCD Monitor - 16:9 - 6 ms - 1920 x 1080 - 250 Nit - 1,000:1 - Full HD - Speakers - Webcam - HDMI - VGA - DisplayPort - USB - 43 W - Black - TCO Certified Edge Di",143,"7,215.41",moniter
1582,DELL,"Dell UltraSharp U3419W 34"" Curved USB-C Monitor, IPS, 3440x1440 UWQHD, 5ms (GTG), 2xHDMI, DP, USB 3.0, USB Type-C, Tilt, Swivel, Height adjustable",143,770.36,moniter
1583,DELL,"Dell E2216HV 22"" 16:9 Widescreen LED Backlit LCD (Renewed) Computer Monitor (3-Pack) Essentials Bundle with Surge Protector and LCD Screen Cleaning Kit",143,"2,010.34",moniter
1584,DELL,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"2,419.17",moniter
1585,DELL,"Acer XZ271U Abmiiphzx 27"" Quad HD 2560 x 1440 2K up to 0.5ms Response Time 14...",143,"2,805.50",moniter
1586,DELL,"MSI Optix AG32C 32"" Red LED Non-Glare Super Narrow Bezel 1ms Response Full HD...",143,"1,252.70",moniter
1587,DELL,"MSI Optix MAG272QR 27"" WQHD 2560 x 1440 (2K) 1 ms 165 Hz HDMI, DisplayPort, U...",143,"2,708.09",moniter
1588,DELL,"MSI Optix MAG27C 27"" Full HD 1920 x 1080 1ms (MPRT) / 4ms (GTG) 144 Hz DVI, H...",143,960.18,moniter
1589,DELL,"Dell P2719H 27"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"3,652.82",moniter
1590,DELL,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,379.1,moniter
1591,DELL,"Dell E2216HV 22"" 16:9 Widescreen LED Backlit LCD (Renewed) Computer Monitor (3-Pack) Essentials Bundle with Surge Protector and LCD Screen Cleaning Kit",143,"2,541.31",moniter
1592,DELL,"Dell E2216HV 22"" 16:9 Widescreen LED Backlit LCD (Renewed) Computer Monitor (4-Pack) Essentials Bundle with Surge Protector and LCD Screen Cleaning Kit",143,"11,672.46",moniter
1593,DELL,"Dell P2319H 23"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"1,089.79",moniter
1594,DELL,"Dell E2216HV 22"" 16:9 Widescreen LED Backlit LCD (Renewed) Computer Monitor (5-Pack) Essentials Bundle with Surge Protector and LCD Screen Cleaning Kit",143,"1,312.98",moniter
1595,DELL,"Dell P2419H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"2,750.48",moniter
1596,DELL,"Dell P2319H 23"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"1,046.22",moniter
1597,DELL,"Dell P2219H 22"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"19,241.17",moniter
1598,DELL,"Dell U2717D 27"" 16:9 UltraSharp Thin Bezel IPS LCD Computer Monitor (3-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"1,999.51",moniter
1599,DELL,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"4,992.58",moniter
1600,DELL,"Dell P2219H 22"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"4,992.58",moniter
1601,DELL,"Dell P2719H 27"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,888.88,moniter
1602,DELL,"Dell P2418HZM 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"4,857.44",moniter
1603,DELL,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"6,066.18",moniter
1604,DELL,"Dell U2717D 27"" 16:9 UltraSharp Thin Bezel IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"2,126.62",moniter
1605,DELL,"Dell P2319H 23"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (2-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"6,066.18",moniter
1606,DELL,"Dell P2719H 27"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (3-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"2,944.88",moniter
1607,DELL,"Dell P2319H 23"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (3-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"1,834.13",moniter
1608,DELL,"Dell U2719D 27"" 16:9 UltraSharp Thin Bezel IPS LCD Computer Monitor (3-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"3,652.82",moniter
1609,DELL,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (3-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"4,340.51",moniter
1610,DELL,"Dell P2419H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"11,555.96",moniter
1611,DELL,"Dell P2419H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"4,857.44",moniter
1612,DELL,"Dell U2717D 27"" 16:9 UltraSharp Thin Bezel IPS LCD Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"1,778.60",moniter
1613,DELL,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"1,447.74",moniter
1614,DELL,"Dell P2417H 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (2-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,959.97,moniter
1615,DELL,"Dell P2219H 22"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"1,095.40",moniter
1616,DELL,"Dell U2719D 27"" 16:9 UltraSharp Thin Bezel IPS LCD Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,416.42,moniter
1617,DELL,"Dell P2219H 22"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (1-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"2,722.98",moniter
1618,DELL,"Dell P2319H 23"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (5-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,754.19,moniter
1619,DELL,"Dell UP3017 30"" 16:10 2K UltraSharp Backlit IPS LCD Computer Monitor (1-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"2,825.10",moniter
1620,DELL,"Dell UP3017 30"" 16:10 2K UltraSharp Backlit IPS LCD Computer Monitor (4-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"4,701.28",moniter
1621,DELL,"Dell P2719H 27"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (4-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"2,847.35",moniter
1622,DELL,"Dell P2418HZM 24"" 16:9 Ultrathin Bezel IPS LCD Computer Monitor (3-Pack) Essentials Bundle with HDMI Cable, Surge Protector, and LCD Screen Cleaning Kit",143,"3,942.78",moniter
1623,DELL,"Dell U2717D 27"" 16:9 UltraSharp Thin Bezel IPS LCD Computer Monitor (5-Pack) Best Value Bundle with LCD Screen Cleaning Kit for Home Office",143,"8,902.27",moniter
1624,DELL,"Dell E2216HV 22"" 16:9 Widescreen LED Backlit LCD (Renewed) Computer Monitor (1-Pack) Essentials Bundle with Surge Protector and LCD Screen Cleaning Kit",143,"2,160.82",moniter
1625,DELL,"Acer XZ271U Abmiiphzx 27"" Quad HD 2560 x 1440 2K up to 0.5ms Response Time 14...",143,"2,541.31",moniter
1626,DELL,"MSI Optix AG32C 32"" Red LED Non-Glare Super Narrow Bezel 1ms Response Full HD...",143,"5,868.07",moniter
1627,DELL,"MSI Optix MAG272QR 27"" WQHD 2560 x 1440 (2K) 1 ms 165 Hz HDMI, DisplayPort, U...",143,"7,809.19",moniter
